std_name,symptom_name,median,mean,min,max,disease_name
CAPSAICIN,pNF,1.081592404,1.091648301,0.681127479,1.549018358,NF1
CAPSAICIN,schwannoma,0.534104024,0.509404562,0.31506282,0.606012292,NF2
Carbonyl Cyanide M-Chlorophenylhydrazone,no symptom,0.82893858,0.695681511,0.107162019,1.068784071,NF2
Carbonyl Cyanide P-Trifluoromethoxyphenyl Hydrazone,no symptom,0.657885425,0.590104345,0.072147868,0.956874482,NF2
CARFILZOMIB,meningioma,0.509205683,0.546056433,0.027620356,1.154027145,NF2
CARFILZOMIB,no symptom,0.163323805,0.360940884,-0.17101257,2.6007278,NF2
CARFILZOMIB,pNF,0.985369506,0.693767241,0.015619588,1.241680984,NF1
CARFILZOMIB,schwannoma,0.76208274,0.53908701,0.038207721,0.982883777,NF2
Carisoprodol,meningioma,0.956306277,0.958866098,0.812372338,1.095241968,NF2
Carisoprodol,no symptom,1.037760718,1.030220825,0.793668989,1.203074139,NF2
Carisoprodol,pNF,0.9765981,0.970718219,0.636214801,1.177110054,NF1
Carisoprodol,schwannoma,0.944419107,0.941894184,0.851484994,1.039895339,NF2
Carmustine,meningioma,0.977608723,0.973166708,0.89220306,1.112116598,NF2
Carmustine,no symptom,1.028027713,1.0210932,0.869083,1.242237791,NF2
Carmustine,pNF,1.135486555,1.22745632,0.802918478,1.853160078,NF1
Carmustine,schwannoma,0.784423205,0.745277695,0.558090417,0.83909542,NF2
CARVEDILOL,meningioma,1.088754035,1.078679835,0.69660593,1.272336066,NF2
CARVEDILOL,no symptom,1.093455266,1.086168923,0.765955153,1.293249508,NF2
CARVEDILOL,pNF,1.080267952,1.054225598,0.495560761,1.252728506,NF1
CARVEDILOL,schwannoma,1.115463807,1.081584453,0.877497822,1.151520139,NF2
CB-839,no symptom,1.032533096,1.033534045,0.904703667,1.151173856,NF2
CC-401,meningioma,1.008533287,0.973048726,0.78775823,1.083195152,NF2
CC-401,no symptom,1.0239777,1.011796165,0.622208678,1.329330553,NF2
CC-401,pNF,1.041018569,0.960501012,0.048094758,1.300548897,NF1
CC-401,schwannoma,0.930185247,0.915035326,0.551478891,1.052591371,NF2
CEDIRANIB,meningioma,0.957403546,0.861600078,0.28786193,1.170122316,NF2
CEDIRANIB,no symptom,1.028765756,0.89781754,-0.006828804,1.286921811,NF2
CEDIRANIB,pNF,1.050579804,1.024095278,0.045680107,1.663644573,NF1
CEDIRANIB,schwannoma,0.59581727,0.514793551,0.072822008,0.641404144,NF2
Cefdinir,meningioma,1.084178342,1.069884788,0.826644023,1.319731809,NF2
Cefdinir,no symptom,1.070033722,1.063931155,0.166769499,1.259072971,NF2
Cefdinir,pNF,1.038590237,1.031737394,0.566052296,1.419708477,NF1
Cefdinir,schwannoma,0.968004737,0.955945672,0.884414201,1.060179877,NF2
Celastrol,meningioma,1.116459765,0.899638437,0.09426147,1.194232399,NF2
Celastrol,no symptom,1.032110059,0.745658282,-0.007701746,1.3378255,NF2
Celastrol,pNF,1.055138434,0.885748775,0.031657333,1.958731824,NF1
Celastrol,schwannoma,1.019371357,0.783818308,0.058766038,1.077978391,NF2
Cerubidine,no symptom,0.313322719,0.416672166,-0.00630079,1.139956178,NF2
CERULENIN,meningioma,1.041759107,1.010241348,0.743653676,1.114006254,NF2
CERULENIN,no symptom,1.011113078,1.014055528,0.516285422,1.263222247,NF2
CERULENIN,pNF,0.969072516,0.869157669,0.081798734,1.240529833,NF1
CERULENIN,schwannoma,0.915243818,0.909515184,0.829865376,0.965132463,NF2
CETIRIZINE,meningioma,1.137628617,1.126268588,0.989140059,1.199984542,NF2
CETIRIZINE,no symptom,1.100287675,1.107427895,0.902349877,1.322962743,NF2
CETIRIZINE,pNF,1.089198592,1.07305648,0.67984972,1.385189838,NF1
CETIRIZINE,schwannoma,1.107386068,1.070392263,0.929379473,1.138513842,NF2
CGI1746,meningioma,1.115542131,1.085811319,0.846546845,1.215876625,NF2
CGI1746,no symptom,1.085348885,1.082380238,0.7869948,1.264452176,NF2
CGI1746,pNF,1.13494308,1.103355403,0.114689455,1.530101496,NF1
CGI1746,schwannoma,0.945468174,0.941534126,0.81651887,1.006830723,NF2
CGP-082996,meningioma,1.03024236,1.00741664,0.768923786,1.127335389,NF2
CGP-082996,no symptom,0.994701889,0.971851384,0.296668454,1.151803575,NF2
CGP-082996,pNF,1.040255591,1.028145181,0.031408182,1.42801156,NF1
CGP-082996,schwannoma,0.537971075,0.541118705,0.501464007,0.597402893,NF2
CGP-60474,meningioma,0.660937895,0.710806775,0.382351849,1.120337904,NF2
CGP-60474,no symptom,0.794276763,0.683563944,0.054423253,1.134268144,NF2
CGP-60474,pNF,0.783030521,0.762890655,0.030380733,1.366204108,NF1
CGP-60474,schwannoma,0.518454044,0.378250689,0.043205992,0.591033555,NF2
CGS-21680,meningioma,1.035890492,1.042273281,0.77701439,1.180854406,NF2
CGS-21680,no symptom,1.120149436,1.120605103,0.870433789,1.288021457,NF2
CGS-21680,pNF,1.093260148,1.097738464,0.329767793,1.454425418,NF1
CGS-21680,schwannoma,1.076448246,1.049211657,0.945111244,1.098539428,NF2
CHELERYTHRINE,meningioma,1.060631085,0.951549459,0.22557456,1.136007841,NF2
CHELERYTHRINE,no symptom,1.052701155,0.878955176,-0.024771654,1.231678084,NF2
CHELERYTHRINE,pNF,1.091289927,0.92946202,0.010252642,1.389101676,NF1
CHELERYTHRINE,schwannoma,0.603231811,0.553880678,0.024492812,0.644581296,NF2
CHEMBL102397,no symptom,0.897352349,0.89122333,0.409893237,1.204222051,NF2
CHEMBL103769,no symptom,0.788327077,0.641541579,-0.006646507,1.125335615,NF2
CHEMBL1084926,meningioma,0.592824293,0.595387613,0.23961997,1.079830255,NF2
CHEMBL1084926,no symptom,0.753146968,0.719980384,0.246997948,1.198828611,NF2
CHEMBL1084926,pNF,0.688396751,0.700232208,0.024728773,1.416655864,NF1
CHEMBL1084926,schwannoma,0.53706743,0.471706893,0.189808105,0.643372067,NF2
CHEMBL1085178,meningioma,0.734164776,0.694932342,0.269378404,1.050457616,NF2
CHEMBL1085178,no symptom,0.924945489,0.823025048,0.215656543,1.179041161,NF2
CHEMBL1085178,pNF,0.821069117,0.699403019,0.010561365,1.366173377,NF1
CHEMBL1085178,schwannoma,0.582017877,0.511637962,0.222501942,0.623869675,NF2
CHEMBL1085588,meningioma,1.112041134,1.085126338,0.820817411,1.18119236,NF2
CHEMBL1085588,no symptom,1.076595024,1.066085902,0.524168494,1.279314017,NF2
CHEMBL1085588,pNF,1.023662082,1.010956807,0.564110438,1.254038383,NF1
CHEMBL1085588,schwannoma,1.03057533,1.030101768,0.952311942,1.09014374,NF2
CHEMBL1089334,meningioma,1.12371487,1.114689597,0.98528574,1.208514526,NF2
CHEMBL1089334,no symptom,1.071379523,1.046066947,0.680364537,1.246010512,NF2
CHEMBL1089334,pNF,1.043328815,1.035341973,0.716191928,1.25552409,NF1
CHEMBL1089334,schwannoma,1.063960736,0.982900544,0.380949871,1.145431039,NF2
CHEMBL1090466,meningioma,0.954166596,0.947065239,0.741486264,1.08306728,NF2
CHEMBL1090466,no symptom,1.018608082,0.996419286,0.664760875,1.265401031,NF2
CHEMBL1090466,pNF,1.007251541,0.998555965,0.353740218,1.267866443,NF1
CHEMBL1090466,schwannoma,0.953906725,0.92400324,0.851678422,0.976736434,NF2
CHEMBL1092072,meningioma,0.316408941,0.404582059,0.222423789,0.749128172,NF2
CHEMBL1092072,no symptom,0.567963071,0.573985397,0.065163091,1.065305906,NF2
CHEMBL1092072,pNF,0.584737382,0.608866471,0.020010655,1.14662401,NF1
CHEMBL1092072,schwannoma,0.508736778,0.449046367,0.232708353,0.585320267,NF2
CHEMBL1099276,no symptom,0.964874186,0.687705238,-0.008615349,1.124846013,NF2
CHEMBL116757,meningioma,1.010901762,1.007603837,0.677013864,1.246243022,NF2
CHEMBL116757,no symptom,1.08286157,1.04776722,0.237906381,1.21622636,NF2
CHEMBL116757,pNF,1.071932079,1.034844932,0.540486198,1.230950559,NF1
CHEMBL116757,schwannoma,0.904597043,0.905286261,0.862470823,0.950271849,NF2
CHEMBL1204168,no symptom,1.156524126,0.958729793,0.344660147,1.313181544,NF2
CHEMBL1215739,meningioma,1.136419058,1.118693035,0.945217395,1.234265226,NF2
CHEMBL1215739,no symptom,1.113449204,1.095777214,0.087621721,1.265126061,NF2
CHEMBL1215739,pNF,1.077896702,1.064230508,0.537907804,1.339191846,NF1
CHEMBL1215739,schwannoma,0.972938622,0.949758611,0.760872827,1.006668143,NF2
CHEMBL1221434,meningioma,1.030897749,0.995272678,0.83336432,1.111219504,NF2
CHEMBL1221434,no symptom,1.033215442,1.027827607,0.733027953,1.185196953,NF2
CHEMBL1221434,pNF,1.034511399,1.045628589,0.664291693,1.363257491,NF1
CHEMBL1221434,schwannoma,0.953501934,0.977086629,0.907318348,1.077867431,NF2
CHEMBL1221601,no symptom,0.99229208,0.676507707,-0.002054976,1.164243287,NF2
CHEMBL1229592,meningioma,0.726384178,0.725404232,0.468337825,0.968379606,NF2
CHEMBL1229592,no symptom,0.776459215,0.713584933,0.021299314,1.054078116,NF2
CHEMBL1229592,pNF,0.67857336,0.627581976,0.015938955,1.212837903,NF1
CHEMBL1229592,schwannoma,0.398308839,0.373305056,0.204804688,0.526651459,NF2
CHEMBL1231795,meningioma,1.100365895,1.001704915,0.058495412,1.208814595,NF2
CHEMBL1231795,no symptom,1.040256183,0.958384637,0.021463197,1.262709211,NF2
CHEMBL1231795,pNF,1.002545331,0.844459912,0.026873789,1.33703102,NF1
CHEMBL1231795,schwannoma,0.837538689,0.774983807,0.079401609,0.910353652,NF2
CHEMBL1234429,meningioma,0.939691586,0.874559864,0.60388795,1.03885707,NF2
CHEMBL1234429,no symptom,0.986554428,0.967881979,0.596252177,1.109823591,NF2
CHEMBL1234429,pNF,1.022561866,1.017136835,0.426635665,1.32839326,NF1
CHEMBL1234429,schwannoma,0.554287262,0.52693896,0.225149155,0.578002464,NF2
CHEMBL1235119,meningioma,1.113437459,1.093018414,0.861057716,1.196933873,NF2
CHEMBL1235119,no symptom,1.127630854,1.11846419,0.788957889,1.293513142,NF2
CHEMBL1235119,pNF,1.114507209,1.124715997,0.935757063,1.348296678,NF1
CHEMBL1235119,schwannoma,0.99210931,0.996551141,0.919455173,1.0660491,NF2
CHEMBL1236904,meningioma,1.117500138,1.040992523,0.64776869,1.22031687,NF2
CHEMBL1236904,no symptom,1.080060634,0.912719479,-0.007224478,1.278233927,NF2
CHEMBL1236904,pNF,1.066893665,0.937661988,0.007130953,1.408540276,NF1
CHEMBL1236904,schwannoma,0.979189577,0.843714014,0.026759374,1.009494605,NF2
CHEMBL1241857,meningioma,1.083170435,1.040191438,0.74483711,1.19748887,NF2
CHEMBL1241857,no symptom,1.03395804,0.994874,0.060242827,1.27045615,NF2
CHEMBL1241857,pNF,0.971876963,0.900108105,0.070568696,1.385720187,NF1
CHEMBL1241857,schwannoma,0.562842175,0.56225374,0.532417624,0.577696571,NF2
CHEMBL1256911,no symptom,1.041556658,0.761330505,-0.020070119,1.257744851,NF2
CHEMBL1275655,meningioma,1.094577648,1.088174265,0.955462835,1.177198761,NF2
CHEMBL1275655,no symptom,1.099572763,1.083680137,0.447254464,1.219198765,NF2
CHEMBL1275655,pNF,1.183234384,1.177563634,0.941576947,1.480016593,NF1
CHEMBL1275655,schwannoma,1.017334314,1.026079273,0.934313581,1.080712581,NF2
CHEMBL1288002,meningioma,1.088089183,1.044576311,0.681859873,1.200561311,NF2
CHEMBL1288002,no symptom,1.030058935,0.997252706,0.321751269,1.244387189,NF2
CHEMBL1288002,pNF,1.005398549,0.920322202,0.046962641,1.23910486,NF1
CHEMBL1288002,schwannoma,0.970398516,0.916134594,0.485422227,1.048165614,NF2
CHEMBL1328505,meningioma,1.108256198,1.068115819,0.537130691,1.215635013,NF2
CHEMBL1328505,no symptom,1.062763758,1.034329459,0.348044539,1.233914957,NF2
CHEMBL1328505,pNF,1.101579646,1.118074254,0.188328649,1.528949908,NF1
CHEMBL1328505,schwannoma,0.590894601,0.593031033,0.539375031,0.622610495,NF2
CHEMBL1348980,no symptom,1.097770206,0.763170903,-0.006299753,1.194603455,NF2
CHEMBL1354464,no symptom,0.402877717,0.454556553,0.051926319,1.097771538,NF2
CHEMBL1372692,no symptom,0.962189434,0.636091201,-0.012442311,1.139240009,NF2
CHEMBL1375018,no symptom,0.709828542,0.711264652,0.072748342,1.302565651,NF2
CHEMBL1389248,no symptom,0.630331342,0.623100769,0.016068795,1.235886152,NF2
CHEMBL140000,meningioma,0.982406579,0.832736241,0.113509576,1.153659283,NF2
CHEMBL140000,no symptom,0.95319212,0.809656314,0.032192264,1.203982422,NF2
CHEMBL140000,pNF,0.983132225,0.794282073,0.026619291,1.28200156,NF1
CHEMBL140000,schwannoma,0.89339218,0.75575304,0.185615679,0.973987112,NF2
CHEMBL1405940,no symptom,0.87244684,0.736346228,0.206991378,1.200958111,NF2
CHEMBL1407756,no symptom,1.025095801,0.948436465,0.102107987,1.172862249,NF2
CHEMBL1408258,meningioma,1.014899312,1.019905942,0.866963504,1.137890312,NF2
CHEMBL1408258,no symptom,1.089117659,1.09815343,0.892247976,1.338531292,NF2
CHEMBL1408258,pNF,1.121392738,1.128242556,0.911870922,1.418058053,NF1
CHEMBL1408258,schwannoma,1.038626124,1.016859672,0.899789135,1.083211555,NF2
CHEMBL1413680,no symptom,0.921086338,0.562280587,-0.008564152,1.021383719,NF2
CHEMBL1420556,no symptom,1.078231998,0.881773828,-0.003278732,1.25431237,NF2
CHEMBL143210,no symptom,1.013236867,1.020625727,0.963918559,1.12449767,NF2
CHEMBL143360,meningioma,1.032702279,1.015428363,0.798648647,1.111057656,NF2
CHEMBL143360,no symptom,1.020866997,1.027822722,0.744181747,1.19856665,NF2
CHEMBL143360,pNF,0.994931616,0.902380237,0.215342032,1.174524936,NF1
CHEMBL143360,schwannoma,0.950706423,0.902493567,0.52655537,0.981253174,NF2
CHEMBL1434441,meningioma,1.071895733,1.055275069,0.933523799,1.118851327,NF2
CHEMBL1434441,no symptom,1.036912051,1.029759735,0.822156576,1.206537002,NF2
CHEMBL1434441,pNF,1.026678662,1.011415112,0.520288361,1.272263775,NF1
CHEMBL1434441,schwannoma,0.956316103,0.957033461,0.867688095,1.05127295,NF2
CHEMBL1445386,no symptom,0.821444391,0.790092543,0.30346398,1.177649417,NF2
CHEMBL1446929,no symptom,1.011795173,0.703672286,-0.008427072,1.128391163,NF2
CHEMBL1460639,no symptom,0.960323087,0.639368538,0.017912869,1.063762263,NF2
CHEMBL1479316,no symptom,0.823081067,0.672482965,-0.003976692,1.206567548,NF2
CHEMBL1485406,no symptom,0.53964066,0.652900741,0.201931957,1.111514635,NF2
CHEMBL1487205,no symptom,1.018396664,0.816427893,-0.005606828,1.225500776,NF2
CHEMBL1489368,no symptom,1.046114119,0.876228829,-0.009128434,1.185842225,NF2
CHEMBL1490060,no symptom,1.071960655,0.835397739,0.007760795,1.148039065,NF2
CHEMBL1498001,meningioma,0.984738534,0.978243357,0.866201886,1.12980452,NF2
CHEMBL1498001,no symptom,1.021953524,1.015824265,0.806886456,1.187387323,NF2
CHEMBL1498001,pNF,1.138747055,1.142074043,0.856749929,1.43828154,NF1
CHEMBL1498001,schwannoma,0.547988467,0.357988903,9.53E-05,0.608164225,NF2
CHEMBL1502358,no symptom,1.013306459,0.668786395,-0.006078097,1.156762081,NF2
CHEMBL1512075,meningioma,1.108656155,1.099930973,0.926051937,1.217387643,NF2
CHEMBL1512075,no symptom,1.128239657,1.127800013,0.583105969,1.272804839,NF2
CHEMBL1512075,pNF,1.102291633,1.098796548,0.461395896,1.284146553,NF1
CHEMBL1512075,schwannoma,1.03708065,1.043929316,0.953173742,1.127301814,NF2
CHEMBL1514251,meningioma,0.937477227,0.933288583,0.789785367,1.05134999,NF2
CHEMBL1514251,no symptom,1.021076733,1.013335891,0.725677136,1.316548484,NF2
CHEMBL1514251,pNF,1.04172514,1.044241279,0.78839157,1.284846401,NF1
CHEMBL1514251,schwannoma,0.941302532,0.948881651,0.874540469,1.042596066,NF2
CHEMBL1527565,no symptom,1.104494313,0.819277569,-0.002977381,1.243653497,NF2
CHEMBL1544847,no symptom,0.968846728,0.829320699,0.350783917,1.211157077,NF2
CHEMBL1554789,meningioma,0.791358911,0.791293197,0.568312594,1.005854978,NF2
CHEMBL1554789,no symptom,0.941970003,0.938801539,0.57010238,1.063077971,NF2
CHEMBL1554789,pNF,0.925548395,0.901865549,0.07022552,1.2147752,NF1
CHEMBL1554789,schwannoma,0.915104898,0.901583955,0.746609053,0.994721542,NF2
CHEMBL1555354,meningioma,1.011127641,0.993885924,0.413185867,1.270635629,NF2
CHEMBL1555354,no symptom,1.098527585,1.050943862,0.483005565,1.285901311,NF2
CHEMBL1555354,pNF,1.092144746,1.039139412,-0.003218056,1.77083136,NF1
CHEMBL1555354,schwannoma,0.617974858,0.564507316,0.009771481,0.669683399,NF2
CHEMBL1560884,meningioma,1.058646266,1.100196947,0.846967901,1.331023477,NF2
CHEMBL1560884,no symptom,1.110704297,1.117128552,0.89638667,1.348940176,NF2
CHEMBL1560884,pNF,1.10809304,1.112883895,0.343457269,1.40882578,NF1
CHEMBL1560884,schwannoma,1.02954622,1.020052304,0.916053602,1.098900554,NF2
CHEMBL1569496,no symptom,0.947154567,0.697450668,-0.013170176,1.118859509,NF2
CHEMBL1572153,meningioma,0.197230474,0.210217881,0.160695418,0.291487228,NF2
CHEMBL1572153,no symptom,0.372655574,0.442810247,0.041146364,1.079656762,NF2
CHEMBL1572153,pNF,0.56767074,0.522579076,0.052357585,0.938971416,NF1
CHEMBL1572153,schwannoma,0.560314892,0.50061462,0.065938603,0.849150806,NF2
CHEMBL1577840,no symptom,1.015928793,0.707891128,0.010731825,1.161388551,NF2
CHEMBL1600146,no symptom,1.022538214,0.805783531,-0.004095498,1.215289383,NF2
CHEMBL1607313,no symptom,1.08774086,0.946851277,0.023185313,1.164744289,NF2
CHEMBL1608727,meningioma,1.012811724,1.007387192,0.887306627,1.109763269,NF2
CHEMBL1608727,no symptom,1.008865758,0.873248048,-0.006056569,1.302427425,NF2
CHEMBL1608727,pNF,1.037361615,1.005921011,0.123397983,1.463288064,NF1
CHEMBL1608727,schwannoma,0.574115548,0.569195844,0.526189669,0.605464633,NF2
CHEMBL162783,no symptom,0.566808435,0.508014879,0.005305362,1.164674301,NF2
CHEMBL1651524,meningioma,1.013214707,1.00238245,0.74066304,1.131213099,NF2
CHEMBL1651524,no symptom,1.032037971,1.014892509,0.622410075,1.222718442,NF2
CHEMBL1651524,pNF,1.029809889,1.028071816,0.520696572,1.233421277,NF1
CHEMBL1651524,schwannoma,0.914336238,0.793488409,0.173779084,0.955578208,NF2
CHEMBL1672328,meningioma,0.879143229,0.785262274,0.385349128,1.029727108,NF2
CHEMBL1672328,no symptom,0.944039056,0.867211114,0.252374877,1.268774193,NF2
CHEMBL1672328,pNF,0.981308524,0.874896202,0.013218854,1.354051751,NF1
CHEMBL1672328,schwannoma,0.563054334,0.494661198,0.244006022,0.595710803,NF2
CHEMBL1706858,meningioma,0.921801933,0.877475727,0.410788724,1.095890231,NF2
CHEMBL1706858,no symptom,1.006158646,0.901721187,0.339117959,1.198330734,NF2
CHEMBL1706858,pNF,1.005525306,0.966994097,0.028646241,1.351786973,NF1
CHEMBL1706858,schwannoma,0.958307682,0.90708358,0.39713114,1.022686711,NF2
CHEMBL17289,meningioma,0.295486369,0.538326519,0.136271022,1.195031329,NF2
CHEMBL17289,no symptom,0.368020484,0.581237057,0.114851664,1.199606807,NF2
CHEMBL17289,pNF,0.867791009,0.761169091,0.038727564,1.464869093,NF1
CHEMBL17289,schwannoma,0.618227132,0.406668724,0.025779519,0.642811733,NF2
CHEMBL1738731,meningioma,0.947326459,0.918792788,0.683074737,1.045869945,NF2
CHEMBL1738731,no symptom,1.003935561,0.982574683,0.615266704,1.146921313,NF2
CHEMBL1738731,pNF,1.066079035,1.070966359,0.68270511,1.38555992,NF1
CHEMBL1738731,schwannoma,0.537174909,0.50784819,0.358013529,0.564421348,NF2
CHEMBL1739063,meningioma,0.94477719,0.944432325,0.748823895,1.110005915,NF2
CHEMBL1739063,no symptom,1.041203534,0.963543644,0.516473494,1.183599448,NF2
CHEMBL1739063,pNF,1.06148738,1.04399891,0.155675219,1.466149092,NF1
CHEMBL1739063,schwannoma,0.983682601,1.00345375,0.899503036,1.09555154,NF2
CHEMBL17639,no symptom,0.975367691,0.999066034,0.821287737,1.202195621,NF2
CHEMBL176544,meningioma,0.893397094,0.876694286,0.684655578,1.051800199,NF2
CHEMBL176544,no symptom,1.060242683,1.053321197,0.868477951,1.258581488,NF2
CHEMBL176544,pNF,1.058443767,1.054161316,0.410740699,1.376846868,NF1
CHEMBL176544,schwannoma,0.546818774,0.544795144,0.520798705,0.57572744,NF2
CHEMBL1774154,meningioma,1.12292939,1.121452428,0.898588689,1.250842266,NF2
CHEMBL1774154,no symptom,1.111225516,1.093230931,0.468276753,1.40318653,NF2
CHEMBL1774154,pNF,1.069618359,1.033290275,0.22393206,1.436270095,NF1
CHEMBL1774154,schwannoma,0.534844274,0.538184884,0.512486483,0.566478791,NF2
CHEMBL178455,meningioma,0.944750041,0.946730337,0.840374733,1.074643105,NF2
CHEMBL178455,no symptom,0.935689179,0.935429823,0.603003225,1.145861466,NF2
CHEMBL178455,pNF,1.053729569,1.02412258,0.083504519,1.425959933,NF1
CHEMBL178455,schwannoma,0.508794541,0.336425838,0.000535781,0.556532976,NF2
CHEMBL178737,meningioma,0.998131984,0.993663951,0.801868244,1.237030297,NF2
CHEMBL178737,no symptom,0.849265765,0.818064797,0.355836034,1.120643147,NF2
CHEMBL178737,pNF,0.744058166,0.731804175,0.116354397,1.134725648,NF1
CHEMBL178737,schwannoma,0.320585207,0.377515748,0.170997606,0.587517932,NF2
CHEMBL179288,no symptom,1.030948789,0.982368966,0.671643882,1.1046768,NF2
CHEMBL179583,meningioma,0.986915876,0.945558636,0.675035264,1.193460915,NF2
CHEMBL179583,no symptom,0.975117634,0.897643572,0.194035335,1.199946702,NF2
CHEMBL179583,pNF,1.007438326,1.002965389,0.339216907,1.321095164,NF1
CHEMBL179583,schwannoma,0.567533416,0.535197775,0.205834573,0.617084499,NF2
CHEMBL183906,meningioma,1.073178736,1.054486837,0.80761416,1.19909373,NF2
CHEMBL183906,no symptom,1.102076247,1.072556296,0.570500333,1.24253996,NF2
CHEMBL183906,pNF,1.096763268,1.106282844,0.852973285,1.389443975,NF1
CHEMBL183906,schwannoma,1.015202636,0.947676089,0.395277646,1.066941634,NF2
CHEMBL1908396,meningioma,1.027067,1.007569114,0.686649537,1.157383661,NF2
CHEMBL1908396,no symptom,1.060709093,1.044107585,0.628291234,1.233903128,NF2
CHEMBL1908396,pNF,1.085667656,1.06383135,0.293892664,1.406777483,NF1
CHEMBL1908396,schwannoma,0.981852709,0.945407223,0.560798823,1.103148692,NF2
CHEMBL1921977,meningioma,0.998080074,0.991548889,0.728260305,1.167077276,NF2
CHEMBL1921977,no symptom,1.075643469,1.07579352,0.905705415,1.27216269,NF2
CHEMBL1921977,pNF,1.052314178,1.043865479,0.741073622,1.209898251,NF1
CHEMBL1921977,schwannoma,1.046211051,1.041068465,0.997857192,1.104855358,NF2
CHEMBL1923233,meningioma,1.003163907,0.917067263,0.131931078,1.182913545,NF2
CHEMBL1923233,no symptom,1.076962395,0.984975635,0.077532986,1.193619185,NF2
CHEMBL1923233,pNF,1.082405793,0.994024691,0.04067002,1.480461948,NF1
CHEMBL1923233,schwannoma,1.032964194,0.938569405,0.051527556,1.07604939,NF2
CHEMBL192330,meningioma,1.019763164,1.005515941,0.778149251,1.232259743,NF2
CHEMBL192330,no symptom,1.05479733,1.069931357,0.673816462,1.385536785,NF2
CHEMBL192330,pNF,1.033809993,0.934653777,0.048644079,1.175736809,NF1
CHEMBL192330,schwannoma,0.979157939,0.966778811,0.908854147,1.032187535,NF2
CHEMBL1964407,no symptom,0.988750726,0.649136544,-0.004630521,1.205593732,NF2
CHEMBL1966180,no symptom,0.687211758,0.743443501,0.344493075,1.145321379,NF2
CHEMBL1971185,no symptom,0.529875306,0.528365525,-0.009491742,1.074346334,NF2
CHEMBL197194,meningioma,1.07632836,1.022295512,0.577139168,1.191588418,NF2
CHEMBL197194,no symptom,1.081093929,1.029542009,0.354594959,1.255171035,NF2
CHEMBL197194,pNF,1.065734731,1.022530894,0.001914493,1.285840148,NF1
CHEMBL197194,schwannoma,0.956176604,0.895707293,0.507085718,1.02068266,NF2
CHEMBL1985131,no symptom,0.894692873,0.607994746,-0.008753689,1.106854043,NF2
CHEMBL1986619,no symptom,0.537267147,0.558150501,0.000337072,1.17370858,NF2
CHEMBL1996234,meningioma,1.042967326,1.014463003,0.822060733,1.115309684,NF2
CHEMBL1996234,no symptom,1.045347684,1.005659452,0.291820237,1.220668786,NF2
CHEMBL1996234,pNF,1.139597735,1.081663819,0.089254524,1.503478237,NF1
CHEMBL1996234,schwannoma,0.534782339,0.491257321,0.303285069,0.5759546,NF2
CHEMBL200027,meningioma,0.97433818,0.922267874,0.420133377,1.160295929,NF2
CHEMBL200027,no symptom,1.009916173,0.838969136,-0.009422471,1.230076332,NF2
CHEMBL200027,pNF,1.060684417,0.954157061,0.020229209,1.516614344,NF1
CHEMBL200027,schwannoma,0.584694648,0.504782532,0.027619613,0.641200102,NF2
CHEMBL2002262,no symptom,1.048801404,0.723896711,-0.009445859,1.138951133,NF2
CHEMBL2011500,meningioma,0.961847759,0.94616539,0.327803621,1.20748739,NF2
CHEMBL2011500,no symptom,0.996456708,0.912841506,0.069222121,1.195324106,NF2
CHEMBL2011500,pNF,1.056892989,1.011058289,0.011866025,1.592337822,NF1
CHEMBL2011500,schwannoma,0.557273811,0.508490747,0.277044488,0.597153024,NF2
CHEMBL2012582,meningioma,1.038691274,0.954388846,0.561234145,1.145232616,NF2
CHEMBL2012582,no symptom,1.052075337,0.958144726,0.428383398,1.187620881,NF2
CHEMBL2012582,pNF,1.002934747,0.952719622,0.132955136,1.258521646,NF1
CHEMBL2012582,schwannoma,0.941220398,0.835111726,0.031071624,1.006357965,NF2
CHEMBL2018451,meningioma,1.117372119,1.098350329,0.76519468,1.202968365,NF2
CHEMBL2018451,no symptom,1.090787364,1.049712173,0.164661219,1.261815435,NF2
CHEMBL2018451,pNF,1.050656697,1.024124707,0.017994846,1.285710895,NF1
CHEMBL2018451,schwannoma,1.030479062,0.973618243,0.459511851,1.061470725,NF2
CHEMBL2063743,meningioma,0.959329453,0.936625226,0.600104902,1.134667123,NF2
CHEMBL2063743,no symptom,0.965679503,0.911759744,0.275709701,1.255422508,NF2
CHEMBL2063743,pNF,1.145234153,1.093887437,0.051822224,1.695438311,NF1
CHEMBL2063743,schwannoma,0.458110143,0.399529694,0.130452163,0.563394672,NF2
CHEMBL2110370,meningioma,0.962344482,0.941104822,0.76633059,1.073006673,NF2
CHEMBL2110370,no symptom,1.016185319,1.00226561,0.757666507,1.148277846,NF2
CHEMBL2110370,pNF,1.058544857,1.057864955,0.793762007,1.356880786,NF1
CHEMBL2110370,schwannoma,0.973831386,0.955121128,0.856495019,1.047555711,NF2
CHEMBL2133556,meningioma,1.094145129,1.04730524,0.779763397,1.188171246,NF2
CHEMBL2133556,no symptom,1.069286247,1.040316679,0.497269937,1.203994977,NF2
CHEMBL2133556,pNF,1.064410102,1.002437016,0.106804553,1.326686592,NF1
CHEMBL2133556,schwannoma,1.050672753,0.953116425,0.149673023,1.123149844,NF2
CHEMBL213634,meningioma,1.049946454,1.012503099,0.264867321,1.136857987,NF2
CHEMBL213634,no symptom,1.0301344,1.022183197,0.577559437,1.229282301,NF2
