std_name,model_name,median,mean,min,max,disease_name,symptom_name
AMUVATINIB,ipNF06.2A,1.000365567,0.99752602,0.896970562,1.098805701,NF1,pNF
AMUVATINIB,ipNF95.11b C,1.17309586,1.194209976,1.071245369,1.31364303,NF1,pNF
AMUVATINIB,ipNF95.11b C/T,1.220074904,1.173333776,0.863403348,1.278643348,NF1,pNF
AMUVATINIB,ipNF95.6,1.186931804,1.196077342,1.050422806,1.338140382,NF1,pNF
AMUVATINIB,ipn02.3,1.123438699,1.105668358,0.795449258,1.196028752,no disease,no symptom
AMUVATINIB,ipn02.8,0.920705719,0.867318133,0.492727573,1.182861472,no disease,no symptom
AMUVATINIB,ipnNF95.11C,1.021465952,1.020580909,0.950880511,1.081936932,NF1,pNF
ANACETRAPIB,Ben-Men-1,0.920587911,0.921068793,0.749372152,1.11210242,NF2,meningioma
ANACETRAPIB,HFF,1.071881376,1.05887538,1.005792814,1.114509057,no disease,no symptom
ANACETRAPIB,HS01,0.959465305,0.953810485,0.867963369,1.040232682,NF2,no symptom
ANACETRAPIB,MS02,1.017275855,0.990330073,0.772951047,1.100508543,NF2,schwannoma
ANACETRAPIB,MTC,1.124257926,1.097712984,0.999441446,1.171760631,no disease,no symptom
ANACETRAPIB,Syn1,0.676997772,0.726370191,0.612487062,0.979228087,no disease,no symptom
ANACETRAPIB,Syn5,0.965712466,0.934856572,0.673835729,1.143211357,NF2,no symptom
ANACETRAPIB,ipNF05.5 (mixed clone),1.056907479,1.045630899,0.907777642,1.141682645,NF1,pNF
ANACETRAPIB,ipNF05.5 (single clone),1.192535065,1.215998321,0.942846183,1.443508925,NF1,pNF
ANACETRAPIB,ipNF06.2A,1.013750964,1.036798372,0.968706889,1.149023741,NF1,pNF
ANACETRAPIB,ipNF95.11b C,0.892919441,0.899074758,0.561956316,1.145116957,NF1,pNF
ANACETRAPIB,ipNF95.11b C/T,1.194411542,1.213310502,1.122610525,1.359479178,NF1,pNF
ANACETRAPIB,ipNF95.6,0.997946482,1.004200308,0.866736446,1.115078256,NF1,pNF
ANACETRAPIB,ipn02.3,1.0947328,1.095510954,1.038062226,1.145299758,no disease,no symptom
ANACETRAPIB,ipn02.8,1.05586321,0.985683407,0.584029634,1.169736336,no disease,no symptom
ANACETRAPIB,ipnNF95.11C,1.034301197,1.03464753,0.968576732,1.073174091,NF1,pNF
ANAGRELIDE,Ben-Men-1,1.123395081,1.12717554,0.952010728,1.228061321,NF2,meningioma
ANAGRELIDE,HFF,1.151795886,1.129998083,1.028479621,1.173733701,no disease,no symptom
ANAGRELIDE,HS01,1.15403333,1.167152872,1.014089687,1.350397674,NF2,no symptom
ANAGRELIDE,MS02,1.044310214,1.02188716,0.764385907,1.119888527,NF2,schwannoma
ANAGRELIDE,MTC,1.165302469,1.182148798,1.001397147,1.301606121,no disease,no symptom
ANAGRELIDE,Syn1,1.131953611,1.147368231,1.051814777,1.236320966,no disease,no symptom
ANAGRELIDE,Syn5,1.12171576,1.102963702,0.915850117,1.288855631,NF2,no symptom
ANAGRELIDE,ipNF05.5 (mixed clone),1.048661832,1.036743077,0.758562379,1.13153888,NF1,pNF
ANAGRELIDE,ipNF05.5 (single clone),1.159480017,1.160144315,1.009808868,1.282414496,NF1,pNF
ANAGRELIDE,ipNF06.2A,1.094533734,1.083627626,0.99883474,1.168750201,NF1,pNF
ANAGRELIDE,ipNF95.11b C,1.026005112,1.041809223,0.785482047,1.436209508,NF1,pNF
ANAGRELIDE,ipNF95.11b C/T,1.109026675,1.107732013,1.018074277,1.173352717,NF1,pNF
ANAGRELIDE,ipNF95.6,1.181520927,1.164384462,1.034999898,1.240023646,NF1,pNF
ANAGRELIDE,ipn02.3,1.107495576,1.096983716,1.040080855,1.129625621,no disease,no symptom
ANAGRELIDE,ipn02.8,1.024310703,0.976774762,0.670975582,1.068080843,no disease,no symptom
ANAGRELIDE,ipnNF95.11C,1.056545631,1.04956595,0.996193231,1.084698226,NF1,pNF
ANASTROZOLE,Ben-Men-1,1.070749039,1.051868052,0.838385055,1.197576946,NF2,meningioma
ANASTROZOLE,HFF,1.08355432,1.068332635,1.008481463,1.123679566,no disease,no symptom
ANASTROZOLE,HS01,1.008645058,1.006041345,0.921870276,1.086249709,NF2,no symptom
ANASTROZOLE,MS02,1.083565228,1.081003346,1.031028183,1.139430912,NF2,schwannoma
ANASTROZOLE,MTC,1.092523265,1.064811678,0.769626849,1.158418832,no disease,no symptom
ANASTROZOLE,Syn1,1.02858174,1.032693656,0.872029003,1.165925298,no disease,no symptom
ANASTROZOLE,Syn5,1.07849163,1.1065978,0.882047475,1.317242344,NF2,no symptom
ANASTROZOLE,ipNF05.5 (mixed clone),1.094913558,1.071004956,0.905727073,1.147407841,NF1,pNF
ANASTROZOLE,ipNF05.5 (single clone),1.092719418,1.080309967,0.861203045,1.202641335,NF1,pNF
ANASTROZOLE,ipNF06.2A,0.976785863,1.004153392,0.92856729,1.109087896,NF1,pNF
ANASTROZOLE,ipNF95.11b C,0.943776723,0.943528445,0.693501076,1.151766023,NF1,pNF
ANASTROZOLE,ipNF95.11b C/T,1.085602855,1.101497612,0.985570301,1.200984245,NF1,pNF
ANASTROZOLE,ipNF95.6,1.097567097,1.098358506,1.003953843,1.173718333,NF1,pNF
ANASTROZOLE,ipn02.3,1.10526437,1.107861969,1.072637312,1.145636114,no disease,no symptom
ANASTROZOLE,ipn02.8,1.149560781,1.128464826,1.059564806,1.191323957,no disease,no symptom
ANASTROZOLE,ipnNF95.11C,1.040601871,1.056274537,0.984663843,1.137860721,NF1,pNF
ANIRACETAM,Ben-Men-1,0.86363337,0.85042995,0.609217232,1.12984497,NF2,meningioma
ANIRACETAM,HFF,1.064056874,1.048034103,0.991853426,1.081280536,no disease,no symptom
ANIRACETAM,HS01,1.055640104,1.05844739,1.020382946,1.100067903,NF2,no symptom
ANIRACETAM,MS02,1.027875086,1.023278038,0.880435742,1.10311741,NF2,schwannoma
ANIRACETAM,MTC,1.052270615,1.040383223,0.902122056,1.110077109,no disease,no symptom
ANIRACETAM,Syn1,1.110153528,1.110546286,1.004423088,1.248325505,no disease,no symptom
ANIRACETAM,Syn5,0.969191499,0.934110524,0.725309316,1.117635169,NF2,no symptom
ANIRACETAM,ipNF05.5 (mixed clone),1.044476944,1.080965506,0.897800376,1.238054394,NF1,pNF
ANIRACETAM,ipNF05.5 (single clone),1.09620536,1.080640847,0.886119376,1.211285974,NF1,pNF
ANIRACETAM,ipNF06.2A,0.994841417,0.980006831,0.920175274,1.035946752,NF1,pNF
ANIRACETAM,ipNF95.11b C,1.106304393,1.067712013,0.780642912,1.238472105,NF1,pNF
ANIRACETAM,ipNF95.11b C/T,1.154472182,1.124432916,0.940949045,1.192304375,NF1,pNF
ANIRACETAM,ipNF95.6,0.970575438,0.963776112,0.867679228,1.026309373,NF1,pNF
ANIRACETAM,ipn02.3,1.073902913,1.035554185,0.833063903,1.185079454,no disease,no symptom
ANIRACETAM,ipn02.8,1.174342512,1.164895559,1.005052996,1.244829325,no disease,no symptom
ANIRACETAM,ipnNF95.11C,1.014683461,1.018443377,0.953349812,1.09314539,NF1,pNF
Anisomycin,N10,0.285827284,0.407330367,0.037320006,1.188388533,no disease,no symptom
Anisomycin,N5,0.248372878,0.388233283,0.051901599,1.138093369,NF1,no symptom
Antiminth,Ben-Men-1,1.004882932,1.001437367,0.743510507,1.109297178,NF2,meningioma
Antiminth,HFF,1.028732581,1.029016509,0.981929059,1.087058889,no disease,no symptom
Antiminth,HS01,1.019162214,1.024949799,0.96197931,1.144095774,NF2,no symptom
Antiminth,MS02,0.953455733,0.965239981,0.88397791,1.022384331,NF2,schwannoma
Antiminth,MTC,1.028707598,1.033314061,0.942298929,1.094008521,no disease,no symptom
Antiminth,Syn1,1.093550131,1.062686816,0.904384801,1.124985519,no disease,no symptom
Antiminth,Syn5,0.986374229,0.954738081,0.80762683,1.065351689,NF2,no symptom
Antiminth,ipNF05.5 (mixed clone),1.042275723,1.013876488,0.750980101,1.152088933,NF1,pNF
Antiminth,ipNF05.5 (single clone),1.209367031,1.19564177,0.978088356,1.28859923,NF1,pNF
Antiminth,ipNF06.2A,0.983102926,0.978530356,0.888285162,1.049304857,NF1,pNF
Antiminth,ipNF95.11b C,1.019212216,0.924407561,0.075912655,1.17295312,NF1,pNF
Antiminth,ipNF95.11b C/T,1.2183977,1.200087573,1.041040607,1.286794776,NF1,pNF
Antiminth,ipNF95.6,1.062032649,1.052590315,0.939060851,1.142742452,NF1,pNF
Antiminth,ipn02.3,1.0962844,1.098592776,1.046872537,1.132938786,no disease,no symptom
Antiminth,ipn02.8,1.201432704,1.19754876,1.065640605,1.352822864,no disease,no symptom
Antiminth,ipnNF95.11C,1.028334389,1.025915065,0.97492337,1.074218026,NF1,pNF
Antimycin A3,Ben-Men-1,1.041230669,0.997015603,0.753789186,1.13663737,NF2,meningioma
Antimycin A3,HFF,1.112913596,1.122848409,1.093629352,1.169801531,no disease,no symptom
Antimycin A3,HS01,0.99799548,0.847950425,0.238705479,1.116979935,NF2,no symptom
Antimycin A3,MS02,1.056764983,0.807579351,0.32893567,1.09934,NF2,schwannoma
Antimycin A3,MTC,1.099543262,0.911384685,0.465807447,1.169365634,no disease,no symptom
Antimycin A3,Syn1,1.174609457,1.18192527,1.101115045,1.254873496,no disease,no symptom
Antimycin A3,Syn5,1.070170828,1.053773984,0.831446761,1.226735889,NF2,no symptom
Antimycin A3,ipNF05.5 (mixed clone),1.013427518,0.984794296,0.763855192,1.182484872,NF1,pNF
Antimycin A3,ipNF05.5 (single clone),0.826463869,0.8818296,0.580718046,1.12277208,NF1,pNF
Antimycin A3,ipNF06.2A,0.992355026,0.998734053,0.913843687,1.089662454,NF1,pNF
Antimycin A3,ipNF95.11b C,0.637181053,0.828111057,0.420945144,1.282846267,NF1,pNF
Antimycin A3,ipNF95.11b C/T,1.013647152,1.001911347,0.937967234,1.085239658,NF1,pNF
Antimycin A3,ipNF95.6,0.989903654,0.971340753,0.830845469,1.098492169,NF1,pNF
Antimycin A3,ipn02.3,0.76980843,0.896414721,0.645074542,1.154285478,no disease,no symptom
Antimycin A3,ipn02.8,0.485721217,0.70830391,0.446262342,1.094071161,no disease,no symptom
Antimycin A3,ipnNF95.11C,1.03049114,1.018011414,0.936488098,1.079444083,NF1,pNF
APALUTAMIDE,Ben-Men-1,1.044005683,0.90458224,0.03993167,1.204857746,NF2,meningioma
APALUTAMIDE,HFF,1.121653556,1.133279783,1.095432597,1.286140323,no disease,no symptom
APALUTAMIDE,HS01,0.932037746,0.884739027,0.125733157,1.075250351,NF2,no symptom
APALUTAMIDE,MS02,0.989170542,0.908440139,0.065867757,1.082481418,NF2,schwannoma
APALUTAMIDE,MTC,1.062080885,1.022740222,0.814754361,1.133790278,no disease,no symptom
APALUTAMIDE,Syn1,1.029311339,0.866554217,0.119181681,1.196353089,no disease,no symptom
APALUTAMIDE,Syn5,1.048802807,0.876183054,0.056591168,1.183228814,NF2,no symptom
APALUTAMIDE,ipNF05.5 (mixed clone),0.850910732,0.86493001,0.225932038,1.173225675,NF1,pNF
APALUTAMIDE,ipNF05.5 (single clone),1.016081007,0.958561564,0.257073866,1.13860624,NF1,pNF
APALUTAMIDE,ipNF06.2A,1.00939219,0.986790246,0.600759476,1.122678747,NF1,pNF
APALUTAMIDE,ipNF95.11b C,1.134645967,0.990370309,0.067828273,1.330829543,NF1,pNF
APALUTAMIDE,ipNF95.11b C/T,1.082805527,0.868100982,0.061764794,1.157366147,NF1,pNF
APALUTAMIDE,ipNF95.6,1.039430943,0.878477453,0.181174638,1.146350006,NF1,pNF
APALUTAMIDE,ipn02.3,1.016577444,0.793847796,0.045031815,1.088391799,no disease,no symptom
APALUTAMIDE,ipn02.8,0.914069266,0.704282924,0.097949597,1.07307675,no disease,no symptom
APALUTAMIDE,ipnNF95.11C,1.096461395,1.00683139,0.300088602,1.134485436,NF1,pNF
Apatinib,Ben-Men-1,0.956970736,0.941081959,0.793878328,1.063913436,NF2,meningioma
Apatinib,HFF,0.990980394,0.978321899,0.866724161,1.046998199,no disease,no symptom
Apatinib,HS01,1.052647711,1.022845259,0.737528298,1.191896655,NF2,no symptom
Apatinib,MS02,0.589935864,0.365289444,0.001806179,0.614045036,NF2,schwannoma
Apatinib,MTC,1.031446479,1.000196552,0.689582623,1.212992118,no disease,no symptom
Apatinib,Syn1,0.9676772,0.972871841,0.888000406,1.059247463,no disease,no symptom
Apatinib,Syn5,1.029363409,1.009860473,0.865810824,1.087112283,NF2,no symptom
Apatinib,ipNF05.5 (mixed clone),1.394952949,1.356345568,1.113909356,1.480775776,NF1,pNF
Apatinib,ipNF05.5 (single clone),1.345795851,1.285235858,0.838537712,1.523247791,NF1,pNF
Apatinib,ipNF06.2A,0.953586442,0.923788767,0.785200667,0.994108326,NF1,pNF
Apatinib,ipNF95.11b C,1.066414723,0.982473978,0.221136219,1.253889159,NF1,pNF
Apatinib,ipNF95.11b C/T,1.196533954,1.185678086,1.08952784,1.259483811,NF1,pNF
Apatinib,ipNF95.6,1.141382694,1.121724427,0.987469405,1.255196706,NF1,pNF
Apatinib,ipn02.3,1.08286469,1.026245097,0.852963854,1.158183539,no disease,no symptom
Apatinib,ipn02.8,1.040966955,1.016082873,0.436327863,1.162796818,no disease,no symptom
Apatinib,ipnNF95.11C,0.969550383,0.940122337,0.740083963,1.045179885,NF1,pNF
APIGENIN,Ben-Men-1,1.0797067,0.972756756,0.28984188,1.173749361,NF2,meningioma
APIGENIN,HFF,1.123505119,1.12709089,1.094018798,1.159930855,no disease,no symptom
APIGENIN,HS01,1.167740451,1.124596087,0.731476202,1.205609445,NF2,no symptom
APIGENIN,MS02,0.617637807,0.591643547,0.430640771,0.657846057,NF2,schwannoma
APIGENIN,MTC,1.143927464,1.114667845,0.998943156,1.180547949,no disease,no symptom
APIGENIN,Syn1,1.20272204,1.20987622,1.10851413,1.291180313,no disease,no symptom
APIGENIN,Syn5,1.13016231,0.996901712,0.336076257,1.240452798,NF2,no symptom
APIGENIN,ipNF05.5 (mixed clone),1.440800425,1.24252914,0.551263984,1.574756719,NF1,pNF
APIGENIN,ipNF05.5 (single clone),1.406554488,1.226342596,0.680405347,1.557719563,NF1,pNF
APIGENIN,ipNF06.2A,0.989131293,0.928889193,0.548922395,1.080016132,NF1,pNF
APIGENIN,ipNF95.11b C,1.073216515,0.93298207,0.118539062,1.300605985,NF1,pNF
APIGENIN,ipNF95.11b C/T,1.13401897,1.107897537,0.974565321,1.214563233,NF1,pNF
APIGENIN,ipNF95.6,1.172133913,1.119457234,0.765751396,1.287125726,NF1,pNF
APIGENIN,ipn02.3,1.078834569,0.981584218,0.478944493,1.129969386,no disease,no symptom
APIGENIN,ipn02.8,0.996255635,0.923892693,0.399060383,1.110124151,no disease,no symptom
APIGENIN,ipnNF95.11C,1.075520072,1.006207347,0.596615759,1.139277019,NF1,pNF
Apitolisib,N10,1.093693763,1.091527157,0.909112799,1.262864051,no disease,no symptom
Apitolisib,N5,0.700694665,0.871879281,0.603538015,1.287196336,NF1,no symptom
APIXABAN,Ben-Men-1,1.038643316,1.011280596,0.842494343,1.178684369,NF2,meningioma
APIXABAN,HFF,1.079510992,1.07413351,1.047013449,1.097656294,no disease,no symptom
APIXABAN,HS01,0.960186207,0.962772718,0.821073726,1.080159603,NF2,no symptom
APIXABAN,MS02,0.952473956,0.968269239,0.893703431,1.075197393,NF2,schwannoma
APIXABAN,MTC,1.070350664,1.055867526,0.882121085,1.135261768,no disease,no symptom
APIXABAN,Syn1,1.12297654,1.12079811,1.009750332,1.230781345,no disease,no symptom
APIXABAN,Syn5,1.057564629,1.071992289,0.891343607,1.328498478,NF2,no symptom
APIXABAN,ipNF05.5 (mixed clone),1.116307874,1.069990588,0.72155152,1.269664501,NF1,pNF
APIXABAN,ipNF05.5 (single clone),1.108107836,1.051827142,0.808137638,1.184246017,NF1,pNF
APIXABAN,ipNF06.2A,0.9824989,0.976162237,0.823678678,1.10571302,NF1,pNF
APIXABAN,ipNF95.11b C,0.978097877,0.920754056,0.073898923,1.24774806,NF1,pNF
APIXABAN,ipNF95.11b C/T,1.037200377,1.053181221,0.962260528,1.14193795,NF1,pNF
APIXABAN,ipNF95.6,1.069960105,1.054280722,0.944635483,1.106258677,NF1,pNF
APIXABAN,ipn02.3,1.014399538,1.013855299,0.974866243,1.051400068,no disease,no symptom
APIXABAN,ipn02.8,0.995151372,0.981304373,0.880679143,1.056870374,no disease,no symptom
APIXABAN,ipnNF95.11C,1.021083171,1.029788782,0.970220482,1.089457248,NF1,pNF
AR-12,Ben-Men-1,1.148432723,1.103719777,0.822028124,1.273500641,NF2,meningioma
AR-12,HFF,1.123290235,1.123285534,1.078120962,1.196771007,no disease,no symptom
AR-12,HS01,0.009333431,0.136367412,0.001417649,1.244193928,NF2,no symptom
AR-12,MS01,0.89998899,0.77128568,0.060874247,1.189622102,NF2,schwannoma
AR-12,MS02,0.008940684,0.030335251,0.000508022,0.658755062,NF2,schwannoma
AR-12,MS03,0.915951564,0.735870216,0.059074683,1.133561979,NF2,schwannoma
AR-12,MS11,0.901956508,0.786483801,0.131829782,1.120339586,no disease,no symptom
AR-12,MS12,1.013485809,0.838230574,0.060546355,1.348634113,no disease,no symptom
AR-12,MTC,1.077743546,1.089768335,1.020616184,1.238159281,no disease,no symptom
AR-12,Syn1,1.16739291,1.154913131,1.045986863,1.225586863,no disease,no symptom
AR-12,Syn5,1.131304809,1.114938448,0.916622575,1.230103985,NF2,no symptom
AR-12,ipNF05.5 (mixed clone),1.32376533,1.159835031,0.029605525,1.482312202,NF1,pNF
AR-12,ipNF05.5 (single clone),1.107356132,1.073367471,0.025530762,1.360890931,NF1,pNF
AR-12,ipNF06.2A,0.993739793,0.911579664,0.033409531,1.077028612,NF1,pNF
AR-12,ipNF95.11b C,0.692294552,0.657541587,0.00883357,1.293058242,NF1,pNF
AR-12,ipNF95.11b C/T,1.088536294,0.991829484,0.050446677,1.244728841,NF1,pNF
AR-12,ipNF95.6,1.096558885,0.985862863,0.022963185,1.220838212,NF1,pNF
AR-12,ipn02.3,0.999896428,0.915031225,-0.000502924,1.203700301,no disease,no symptom
AR-12,ipn02.8,1.008702387,0.780691023,0.031231017,1.049433044,no disease,no symptom
AR-12,ipnNF95.11C,1.050183187,0.953501278,0.033379979,1.112674215,NF1,pNF
AR-42,Ben-Men-1,0.010370788,0.330474434,0.000323187,1.051789634,NF2,meningioma
AR-42,HFF,0.993539732,0.928431858,0.520769876,1.030409746,no disease,no symptom
AR-42,HS01,0.35412273,0.426103621,-0.12108578,2.690945,NF2,no symptom
AR-42,MS01,0.765110307,0.647126399,0.107880209,1.102440701,NF2,schwannoma
AR-42,MS02,0.007938516,0.031621793,0.001216702,0.881418839,NF2,schwannoma
AR-42,MS03,0.804583048,0.710729633,0.073876946,1.175911909,NF2,schwannoma
AR-42,MS11,0.794575144,0.740230638,0.152255535,1.08254573,no disease,no symptom
AR-42,MS12,0.860736909,0.800065082,0.162761749,1.397195098,no disease,no symptom
AR-42,MTC,0.982805763,0.890849952,0.489613446,1.065743094,no disease,no symptom
AR-42,Syn1,0.5011612,0.498829359,-0.02864127,2.256699,no disease,no symptom
AR-42,Syn10,0.954388985,0.816959266,0.09535284,1.107056799,NF2,meningioma
AR-42,Syn12,0.970667776,0.795589765,0.064905346,1.157062617,NF2,meningioma
AR-42,Syn2,0.912792464,0.746500557,0.109996961,1.115162565,no disease,no symptom
AR-42,Syn3,0.967268623,0.7498307,0.032167043,1.110891648,NF2,no symptom
AR-42,Syn4,0.943042071,0.731089536,0.044660194,1.121035599,NF2,no symptom
AR-42,Syn5,0.402057235,0.442137298,-0.02450228,1.3090942,NF2,no symptom
AR-42,Syn7,0.861148198,0.719052564,0.076249815,1.006675567,NF2,meningioma
AR-42,ipNF05.5 (mixed clone),0.882326938,0.80862816,0.330000191,1.021564939,NF1,pNF
AR-42,ipNF05.5 (single clone),0.87960358,0.842771162,0.425526627,1.106413214,NF1,pNF
AR-42,ipNF06.2A,0.848876786,0.773567482,0.316793089,1.038708928,NF1,pNF
AR-42,ipNF95.11b C,0.811360009,0.538713654,0.023720417,1.007886389,NF1,pNF
AR-42,ipNF95.11b C/T,1.005381516,0.899094587,0.398509601,1.184101223,NF1,pNF
AR-42,ipNF95.6,0.948232108,0.842052567,0.393550845,1.000652556,NF1,pNF
AR-42,ipn02.3,0.939705125,0.843707894,0.495808906,1.011291508,no disease,no symptom
AR-42,ipn02.8,1.079845654,0.88072587,0.438862862,1.13852733,no disease,no symptom
AR-42,ipnNF95.11C,0.93182183,0.810507157,0.28056778,1.014607834,NF1,pNF
ARECOLINE,Ben-Men-1,1.112258247,1.109382269,0.999614752,1.215246281,NF2,meningioma
ARECOLINE,HFF,1.063723204,1.08298266,1.01625927,1.192231095,no disease,no symptom
ARECOLINE,HS01,1.160791481,1.154674867,1.040733152,1.240014003,NF2,no symptom
ARECOLINE,MS02,1.050961881,1.062324673,1.024646895,1.114552089,NF2,schwannoma
ARECOLINE,MTC,1.170182819,1.165329186,1.069200298,1.273911262,no disease,no symptom
ARECOLINE,Syn1,1.135186453,1.142968085,1.023917605,1.281783557,no disease,no symptom
ARECOLINE,Syn5,1.141582837,1.160018311,1.046995112,1.298096076,NF2,no symptom
ARECOLINE,ipNF05.5 (mixed clone),1.202481508,1.201078687,1.137784003,1.287943147,NF1,pNF
ARECOLINE,ipNF05.5 (single clone),1.169262283,1.139777086,0.906292617,1.276292253,NF1,pNF
ARECOLINE,ipNF06.2A,1.041868307,1.073221208,0.99715873,1.218217751,NF1,pNF
ARECOLINE,ipNF95.11b C,1.127422742,1.140650964,1.04408528,1.312559629,NF1,pNF
ARECOLINE,ipNF95.11b C/T,1.211458939,1.189608116,1.097388689,1.282221821,NF1,pNF
ARECOLINE,ipNF95.6,1.104116205,1.108469535,1.066877972,1.155642196,NF1,pNF
ARECOLINE,ipn02.3,1.112999889,1.120354532,1.083401906,1.157950428,no disease,no symptom
ARECOLINE,ipn02.8,1.051504759,1.051785334,0.91058601,1.116858079,no disease,no symptom
ARECOLINE,ipnNF95.11C,1.089054687,1.073057938,0.978227709,1.127521207,NF1,pNF
ARIPIPRAZOLE,Ben-Men-1,1.061192687,1.05412801,0.880677977,1.167459672,NF2,meningioma
ARIPIPRAZOLE,HFF,1.066406452,1.064971346,1.04190179,1.092483065,no disease,no symptom
ARIPIPRAZOLE,HS01,1.179855077,1.160056416,1.015109723,1.218548563,NF2,no symptom
ARIPIPRAZOLE,MS02,1.018351115,0.989903372,0.760300609,1.086738663,NF2,schwannoma
ARIPIPRAZOLE,MTC,1.079879174,1.077065072,0.871375897,1.157423509,no disease,no symptom
ARIPIPRAZOLE,Syn1,1.147746309,1.119266651,0.921337898,1.17818047,no disease,no symptom
ARIPIPRAZOLE,Syn5,1.135050946,1.154284194,1.009012308,1.30263957,NF2,no symptom
ARIPIPRAZOLE,ipNF05.5 (mixed clone),1.174063054,1.184496838,1.078999784,1.271806154,NF1,pNF
ARIPIPRAZOLE,ipNF05.5 (single clone),1.141909629,1.138602123,0.998180372,1.260924806,NF1,pNF
ARIPIPRAZOLE,ipNF06.2A,1.06441799,1.058722481,0.988150722,1.098230345,NF1,pNF
ARIPIPRAZOLE,ipNF95.11b C,1.137015895,1.055489326,0.440200489,1.359397138,NF1,pNF
ARIPIPRAZOLE,ipNF95.11b C/T,1.151974579,1.155173432,1.01724634,1.281012678,NF1,pNF
ARIPIPRAZOLE,ipNF95.6,1.088522809,1.086466869,1.007642388,1.140077953,NF1,pNF
ARIPIPRAZOLE,ipn02.3,1.131536952,1.112913028,1.052171318,1.170485318,no disease,no symptom
ARIPIPRAZOLE,ipn02.8,1.055374787,1.033818072,0.855748799,1.209619825,no disease,no symptom
ARIPIPRAZOLE,ipnNF95.11C,1.072428626,1.073479409,1.014117904,1.125224483,NF1,pNF
AS-602868,Ben-Men-1,0.904816736,0.813265338,0.157290341,1.141129937,NF2,meningioma
AS-602868,HFF,1.064894569,1.029434084,0.891830013,1.108422321,no disease,no symptom
AS-602868,HS01,0.956754905,0.804607281,0.141028659,1.238924435,NF2,no symptom
AS-602868,MS02,0.547025361,0.47300874,0.03390486,0.618668092,NF2,schwannoma
AS-602868,MTC,0.983982564,0.891939804,0.514038044,1.052507379,no disease,no symptom
AS-602868,Syn1,0.936391623,0.869734858,0.07229285,1.167642366,no disease,no symptom
AS-602868,Syn5,0.918044863,0.834154182,0.232214167,1.160813173,NF2,no symptom
AS-602868,ipNF05.5 (mixed clone),1.281398759,1.134969368,0.319458383,1.451814641,NF1,pNF
AS-602868,ipNF05.5 (single clone),1.169567004,1.086988353,0.06961128,1.547609402,NF1,pNF
AS-602868,ipNF06.2A,0.9237249,0.832215511,0.052586116,1.101147955,NF1,pNF
AS-602868,ipNF95.11b C,0.769687817,0.674923939,0.004237313,1.388153534,NF1,pNF
AS-602868,ipNF95.11b C/T,1.06653954,0.929864343,0.041876864,1.191096025,NF1,pNF
AS-602868,ipNF95.6,0.973973365,0.905803064,0.360425459,1.142579107,NF1,pNF
AS-602868,ipn02.3,0.882632999,0.784083896,0.045371853,1.04650807,no disease,no symptom
AS-602868,ipn02.8,0.815444837,0.667269175,0.237594977,1.012182386,no disease,no symptom
AS-602868,ipnNF95.11C,0.985018194,0.852715784,0.061704679,1.070834394,NF1,pNF
AS1949490,Ben-Men-1,0.87641822,0.869912584,0.7040706,0.975176715,NF2,meningioma
AS1949490,HFF,0.976013059,0.972690578,0.922967208,1.032474275,no disease,no symptom
AS1949490,HS01,0.894323712,0.811490325,0.376625582,0.971878493,NF2,no symptom
AS1949490,MS02,0.772360066,0.705816065,0.244203023,0.792905984,NF2,schwannoma
AS1949490,MTC,0.800088958,0.784342984,0.455095506,0.919435161,no disease,no symptom
AS1949490,Syn1,0.970891842,0.958308618,0.844289711,1.07969667,no disease,no symptom
AS1949490,Syn5,0.913174825,0.916119197,0.764774347,0.99485304,NF2,no symptom
AS1949490,ipNF05.5 (mixed clone),1.034441635,1.056945717,0.914281298,1.200274801,NF1,pNF
AS1949490,ipNF05.5 (single clone),0.88106466,0.851452907,0.690793564,0.935209444,NF1,pNF
AS1949490,ipNF06.2A,0.961903518,0.952781793,0.682279817,1.11366648,NF1,pNF
AS1949490,ipNF95.11b C,1.264683461,1.07807183,0.136950857,1.462796508,NF1,pNF
AS1949490,ipNF95.11b C/T,1.126649318,1.136616147,1.028499103,1.224916871,NF1,pNF
AS1949490,ipNF95.6,1.03955806,1.021698933,0.946061303,1.076035836,NF1,pNF
AS1949490,ipn02.3,1.09846088,1.066551285,0.785227719,1.133723427,no disease,no symptom
AS1949490,ipn02.8,0.995651609,0.9214631,0.528646561,1.143680086,no disease,no symptom
AS1949490,ipnNF95.11C,0.94386041,0.861886361,0.196207131,1.028057616,NF1,pNF
ASENAPINE,Ben-Men-1,0.938445306,0.930538752,0.812707667,1.041616964,NF2,meningioma
ASENAPINE,HFF,0.97268112,0.977717488,0.93069204,1.027487181,no disease,no symptom
ASENAPINE,HS01,0.906444741,0.914072696,0.84083807,1.057446844,NF2,no symptom
ASENAPINE,MS02,0.914942041,0.907464122,0.837129235,0.970245779,NF2,schwannoma
ASENAPINE,MTC,1.013366661,0.993016544,0.86573718,1.039333706,no disease,no symptom
ASENAPINE,Syn1,0.856191086,0.842726966,0.609998794,0.933833563,no disease,no symptom
ASENAPINE,Syn5,0.904950273,0.923582975,0.815836389,1.04595995,NF2,no symptom
ASENAPINE,ipNF05.5 (mixed clone),0.893683037,0.871173279,0.714816147,0.997853936,NF1,pNF
ASENAPINE,ipNF05.5 (single clone),0.819931617,0.819454992,0.644117358,1.005015491,NF1,pNF
